date,price,quantity_sold,demand,day_of_week,promotion_flag
2023-06-13,3.33,98,104,Tuesday,0
2023-06-13,3.59,96,98,Tuesday,0
2023-06-13,4.1,141,149,Tuesday,1
2023-06-13,3.06,146,150,Tuesday,1
2023-06-13,4.94,97,103,Tuesday,0
2023-06-13,4.6,95,95,Tuesday,0
2023-06-13,4.65,93,105,Tuesday,0
2023-06-13,5.01,82,95,Tuesday,0
2023-06-13,3.87,132,150,Tuesday,1
2023-06-13,2.85,83,85,Tuesday,0
2023-06-13,3.54,128,147,Tuesday,1
2023-06-13,4.21,96,105,Tuesday,0
2023-06-13,5.25,87,95,Tuesday,0
2023-06-13,4.19,136,148,Tuesday,1
2023-06-13,4.94,88,104,Tuesday,0
2023-06-13,2.61,87,101,Tuesday,0
2023-06-13,4.68,91,97,Tuesday,0
2023-06-13,4.88,101,102,Tuesday,0
2023-06-13,3.77,130,153,Tuesday,1
2023-06-13,2.72,138,148,Tuesday,1
2023-06-13,5.19,105,108,Tuesday,0
2023-06-13,3.29,94,96,Tuesday,0
2023-06-13,3.22,95,101,Tuesday,0
2023-06-13,4.12,144,157,Tuesday,1
2023-06-13,3.01,116,136,Tuesday,1
2023-06-13,3.29,88,97,Tuesday,0
2023-06-13,3.31,81,94,Tuesday,0
2023-06-13,4.06,137,156,Tuesday,1
2023-06-13,4.51,102,103,Tuesday,0
2023-06-14,4.24,91,104,Wednesday,0
2023-06-14,2.59,89,100,Wednesday,0
2023-06-14,4.05,149,153,Wednesday,1
2023-06-14,2.1,139,146,Wednesday,1
2023-06-14,4.83,84,96,Wednesday,0
2023-06-14,3.17,137,157,Wednesday,1
2023-06-14,4.22,84,97,Wednesday,0
2023-06-14,3.62,89,100,Wednesday,0
2023-06-14,5.36,99,103,Wednesday,0
2023-06-14,3.79,136,149,Wednesday,1
2023-06-14,3.87,96,100,Wednesday,0
2023-06-14,2.81,93,98,Wednesday,0
2023-06-14,5.19,99,106,Wednesday,0
2023-06-14,4.18,94,107,Wednesday,0
2023-06-14,3.19,86,99,Wednesday,0
2023-06-14,3.12,143,146,Wednesday,1
2023-06-14,2.31,147,148,Wednesday,1
2023-06-14,5.07,89,90,Wednesday,0
2023-06-14,4.34,96,105,Wednesday,0
2023-06-14,4,146,146,Wednesday,1
2023-06-14,4.37,86,97,Wednesday,0
2023-06-14,3.05,81,95,Wednesday,0
2023-06-14,3.69,141,144,Wednesday,1
2023-06-14,3.56,134,144,Wednesday,1
2023-06-14,2.86,98,102,Wednesday,0
2023-06-14,4.18,139,144,Wednesday,1
2023-06-14,4.4,97,105,Wednesday,0
2023-06-14,4.66,95,106,Wednesday,0
2023-06-14,4.48,89,100,Wednesday,0
2023-06-14,3.43,147,159,Wednesday,1
2023-06-14,2.42,134,154,Wednesday,1
2023-06-14,3.04,92,102,Wednesday,0
2023-06-14,4.91,83,94,Wednesday,0
2023-06-14,4.57,93,100,Wednesday,0
2023-06-14,2.46,139,149,Wednesday,1
2023-06-14,3.15,96,99,Wednesday,0
2023-06-14,2.92,89,101,Wednesday,0
2023-06-14,4.38,100,100,Wednesday,0
2023-06-14,3.57,94,105,Wednesday,0
2023-06-14,3.59,143,150,Wednesday,1
2023-06-14,2.53,95,101,Wednesday,0
2023-06-14,5.12,104,107,Wednesday,0
2023-06-14,4.23,88,90,Wednesday,0
2023-06-14,3.9,101,106,Wednesday,0
2023-06-14,2.64,99,102,Wednesday,0
2023-06-14,4.48,88,94,Wednesday,0
2023-06-14,4.01,88,96,Wednesday,0
2023-06-14,2.73,96,98,Wednesday,0
2023-06-14,4.25,143,147,Wednesday,1
2023-06-14,3.89,93,101,Wednesday,0
2023-06-15,2.16,125,144,Thursday,1
2023-06-15,2.6,104,105,Thursday,0
2023-06-15,4.46,100,102,Thursday,0
2023-06-15,2.77,144,163,Thursday,1
2023-06-15,3.77,133,143,Thursday,1
2023-06-15,4.75,79,92,Thursday,0
2023-06-15,5.45,95,98,Thursday,0
2023-06-15,5.24,88,101,Thursday,0
2023-06-15,3.49,90,104,Thursday,0
2023-06-15,4,102,103,Thursday,0
2023-06-15,3.61,100,108,Thursday,0
2023-06-15,2.85,88,103,Thursday,0
2023-06-15,3.33,89,91,Thursday,0
2023-06-15,5.28,87,102,Thursday,0
2023-06-15,3.27,89,94,Thursday,0
2023-06-15,3.6,80,93,Thursday,0
2023-06-15,3.47,102,102,Thursday,0
2023-06-15,3.13,99,107,Thursday,0
2023-06-15,2.8,88,103,Thursday,0
2023-06-15,5.02,103,105,Thursday,0
2023-06-15,2.02,146,149,Thursday,1
2023-06-15,5.1,97,99,Thursday,0
2023-06-15,5.31,89,104,Thursday,0
2023-06-15,2.63,150,154,Thursday,1
2023-06-15,3.91,94,106,Thursday,0
2023-06-15,4.57,96,99,Thursday,0
2023-06-15,4.8,103,108,Thursday,0
2023-06-15,2.65,91,102,Thursday,0
2023-06-15,4.19,89,104,Thursday,0
2023-06-15,4.45,103,103,Thursday,0
2023-06-15,2.7,88,101,Thursday,0
2023-06-15,2.52,86,94,Thursday,0
2023-06-15,4.04,95,107,Thursday,0
2023-06-15,3.89,137,150,Thursday,1
2023-06-15,3.66,94,95,Thursday,0
2023-06-15,3.84,136,154,Thursday,1
2023-06-15,2.19,132,145,Thursday,1
2023-06-15,3.23,85,94,Thursday,0
2023-06-15,3.73,146,152,Thursday,1
2023-06-15,3.94,98,102,Thursday,0
2023-06-15,3.69,91,94,Thursday,0
2023-06-15,4.15,147,152,Thursday,1
2023-06-15,4.9,98,104,Thursday,0
2023-06-15,3.58,98,101,Thursday,0
2023-06-15,2.31,141,145,Thursday,1
2023-06-15,2.71,138,151,Thursday,1
2023-06-15,5.48,93,98,Thursday,0
2023-06-15,2.26,136,152,Thursday,1
2023-06-15,5.36,103,106,Thursday,0
2023-06-15,3.05,145,151,Thursday,1
2023-06-16,3.74,88,94,Friday,0
2023-06-16,4,94,102,Friday,0
2023-06-16,5,89,100,Friday,0
2023-06-16,4.01,135,141,Friday,1
2023-06-16,2.26,129,147,Friday,1
2023-06-16,4.26,101,102,Friday,0
2023-06-16,2.86,95,99,Friday,0
2023-06-16,4.77,88,95,Friday,0
2023-06-16,3.31,82,92,Friday,0
2023-06-16,3.58,89,101,Friday,0
2023-06-16,3.93,96,101,Friday,0
2023-06-16,2.68,99,106,Friday,0
2023-06-16,4.98,100,101,Friday,0
2023-06-16,4.94,88,98,Friday,0
2023-06-16,2.88,96,97,Friday,0
2023-06-16,3.96,102,107,Friday,0
2023-06-16,4.37,97,101,Friday,0
2023-06-16,4.83,91,99,Friday,0
2023-06-16,4.02,100,105,Friday,0
2023-06-16,3.91,86,100,Friday,0
2023-06-16,4.96,94,100,Friday,0
2023-06-16,4.39,82,94,Friday,0
2023-06-16,5.22,93,105,Friday,0
2023-06-16,4.17,96,100,Friday,0
2023-06-16,4.83,87,102,Friday,0
2023-06-16,3.66,127,146,Friday,1
2023-06-16,3.21,140,149,Friday,1
2023-06-16,3.21,136,150,Friday,1
2023-06-16,4.92,91,101,Friday,0
2023-06-16,4.38,136,147,Friday,1
2023-06-16,5.48,95,105,Friday,0
2023-06-16,3.12,85,99,Friday,0
2023-06-16,4.79,86,93,Friday,0
2023-06-16,4.96,90,102,Friday,0
2023-06-16,3.34,90,101,Friday,0
2023-06-16,4.36,79,92,Friday,0
2023-06-16,5.42,102,109,Friday,0
2023-06-16,3.32,143,150,Friday,1
2023-06-16,2.49,134,146,Friday,1
2023-06-16,3.12,99,99,Friday,0
2023-06-16,3.58,94,99,Friday,0
2023-06-16,2.26,145,149,Friday,1
2023-06-16,5.43,96,105,Friday,0
2023-06-16,4.97,94,101,Friday,0
2023-06-16,2.41,143,145,Friday,1
2023-06-16,3.64,97,103,Friday,0
2023-06-16,2.67,89,96,Friday,0
2023-06-16,3.31,98,98,Friday,0
2023-06-16,2.92,103,114,Friday,0
2023-06-16,4.44,86,91,Friday,0
2023-06-17,2.91,168,192,Saturday,1
2023-06-17,3.34,196,196,Saturday,1
2023-06-17,3.6,126,139,Saturday,0
2023-06-17,4.49,132,134,Saturday,0
2023-06-17,4.3,125,137,Saturday,0
2023-06-17,2.21,189,196,Saturday,1
2023-06-17,3.09,113,119,Saturday,0
2023-06-17,4.69,109,124,Saturday,0
2023-06-17,3.78,192,197,Saturday,1
2023-06-17,4.86,124,127,Saturday,0
2023-06-17,3.58,134,136,Saturday,0
2023-06-17,4.26,127,127,Saturday,0
2023-06-17,2.83,112,127,Saturday,0
2023-06-17,4.25,127,128,Saturday,0
2023-06-17,3.4,118,132,Saturday,0
2023-06-17,3.2,181,201,Saturday,1
2023-06-17,3.04,173,193,Saturday,1
2023-06-17,2.86,126,127,Saturday,0
2023-06-17,3.43,131,133,Saturday,0
2023-06-17,4.49,125,132,Saturday,0
2023-06-17,3.38,114,119,Saturday,0
2023-06-17,3.6,112,131,Saturday,0
2023-06-17,3.04,129,134,Saturday,0
2023-06-17,4.76,126,132,Saturday,0
2023-06-17,5.49,135,137,Saturday,0
2023-06-17,4.6,113,129,Saturday,0
2023-06-17,4.85,121,134,Saturday,0
2023-06-17,3.4,170,191,Saturday,1
2023-06-17,2.11,162,190,Saturday,1
2023-06-17,5.08,110,126,Saturday,0
2023-06-17,5.41,110,123,Saturday,0
2023-06-17,5.41,131,134,Saturday,0
2023-06-17,4.08,120,130,Saturday,0
2023-06-17,3.93,106,124,Saturday,0
2023-06-17,4.51,111,121,Saturday,0
2023-06-17,3.04,131,132,Saturday,0
2023-06-17,4.47,129,134,Saturday,0
2023-06-17,4.85,112,128,Saturday,0
2023-06-17,3.31,183,200,Saturday,1
2023-06-17,4.54,128,128,Saturday,0
2023-06-17,4.43,120,128,Saturday,0
2023-06-17,4.21,115,128,Saturday,0
2023-06-17,3.64,120,134,Saturday,0
2023-06-17,4.83,118,130,Saturday,0
2023-06-17,3.32,119,134,Saturday,0
2023-06-17,5.15,115,127,Saturday,0
2023-06-17,3.71,119,134,Saturday,0
2023-06-17,4.63,126,127,Saturday,0
2023-06-17,2.54,186,194,Saturday,1
2023-06-17,4.92,124,142,Saturday,0
2023-06-18,2.74,185,198,Sunday,1
2023-06-18,3.75,120,134,Sunday,0
2023-06-18,4.06,127,135,Sunday,0
2023-06-18,3.91,130,133,Sunday,0
2023-06-18,4.32,125,132,Sunday,0
2023-06-18,3.39,119,136,Sunday,0
2023-06-18,3.24,107,124,Sunday,0
2023-06-18,2.79,115,132,Sunday,0
2023-06-18,2.93,131,133,Sunday,0
2023-06-18,4.24,129,132,Sunday,0
2023-06-18,2.59,133,138,Sunday,0
2023-06-18,3.01,186,191,Sunday,1
2023-06-18,4.74,123,132,Sunday,0
2023-06-18,2.41,170,194,Sunday,1
2023-06-18,2.32,177,196,Sunday,1
2023-06-18,3.64,114,133,Sunday,0
2023-06-18,3.18,125,130,Sunday,0
2023-06-18,3.42,187,197,Sunday,1
2023-06-18,3.46,130,131,Sunday,0
2023-06-18,3.49,127,128,Sunday,0
2023-06-18,4.39,113,130,Sunday,0
2023-06-18,3.81,190,206,Sunday,1
2023-06-18,2.8,175,187,Sunday,1
2023-06-18,4.3,179,198,Sunday,1
2023-06-18,4.76,125,126,Sunday,0
2023-06-18,2.57,122,129,Sunday,0
2023-06-18,3.85,123,129,Sunday,0
2023-06-18,3.81,115,119,Sunday,0
2023-06-18,3.74,178,194,Sunday,1
2023-06-18,2.78,115,132,Sunday,0
2023-06-18,5.08,124,129,Sunday,0
2023-06-18,3.74,125,136,Sunday,0
2023-06-18,3.3,179,195,Sunday,1
2023-06-18,4.78,127,137,Sunday,0
2023-06-18,3.86,113,129,Sunday,0
2023-06-18,3.38,112,118,Sunday,0
2023-06-18,2.23,198,204,Sunday,1
2023-06-18,2.98,173,194,Sunday,1
2023-06-18,2.74,107,126,Sunday,0
2023-06-18,3.85,174,194,Sunday,1
2023-06-18,3.89,112,129,Sunday,0
2023-06-18,3.93,125,134,Sunday,0
2023-06-18,2.99,130,131,Sunday,0
2023-06-18,3.25,180,199,Sunday,1
2023-06-18,5.36,113,131,Sunday,0
2023-06-18,3.51,124,133,Sunday,0
2023-06-18,2.9,123,132,Sunday,0
2023-06-18,4.36,179,201,Sunday,1
2023-06-18,3.74,105,117,Sunday,0
2023-06-18,3.98,171,197,Sunday,1
2023-06-19,3.91,133,156,Monday,1
2023-06-19,4.95,92,105,Monday,0
2023-06-19,4.66,95,109,Monday,0
2023-06-19,3.9,88,96,Monday,0
2023-06-19,3.68,86,93,Monday,0
2023-06-19,4.77,90,96,Monday,0
2023-06-19,2.79,120,141,Monday,1
2023-06-19,5.36,92,99,Monday,0
2023-06-19,4.36,126,146,Monday,1
2023-06-19,4.53,88,96,Monday,0
2023-06-19,3.62,97,102,Monday,0
2023-06-19,4.34,89,102,Monday,0
2023-06-19,5.16,90,98,Monday,0
2023-06-19,5.16,87,99,Monday,0
2023-06-19,4.19,97,100,Monday,0
2023-06-19,4.1,144,158,Monday,1
2023-06-19,3.5,89,98,Monday,0
2023-06-19,2.55,134,149,Monday,1
2023-06-19,3.19,88,99,Monday,0
2023-06-19,4.34,91,100,Monday,0
2023-06-19,4.14,83,95,Monday,0
2023-06-19,4.47,88,93,Monday,0
2023-06-19,2.8,148,152,Monday,1
2023-06-19,2.58,144,150,Monday,1
2023-06-19,4.38,90,95,Monday,0
2023-06-19,3.45,142,163,Monday,1
2023-06-19,3.89,92,107,Monday,0
2023-06-19,4.83,87,93,Monday,0
2023-06-19,2.66,101,101,Monday,0
2023-06-19,2.99,99,101,Monday,0
2023-06-19,2.67,139,151,Monday,1
2023-06-19,5.4,89,91,Monday,0
2023-06-19,2.97,95,100,Monday,0
2023-06-19,5.16,97,112,Monday,0
2023-06-19,3.82,83,94,Monday,0
2023-06-19,3.69,94,107,Monday,0
2023-06-19,5.2,98,103,Monday,0
2023-06-19,4.35,99,103,Monday,0
2023-06-19,2.57,83,96,Monday,0
2023-06-19,2.79,88,92,Monday,0
2023-06-19,4.77,87,100,Monday,0
2023-06-19,3.63,92,95,Monday,0
2023-06-19,2.71,91,96,Monday,0
2023-06-19,3.89,95,102,Monday,0
2023-06-19,3.64,95,100,Monday,0
2023-06-19,4.65,87,99,Monday,0
2023-06-19,2.71,79,92,Monday,0
2023-06-19,3.68,97,101,Monday,0
2023-06-19,4.96,93,101,Monday,0
2023-06-19,4.87,95,98,Monday,0
2023-06-20,3.54,100,102,Tuesday,0
2023-06-20,4.95,95,99,Tuesday,0
2023-06-20,3.87,98,108,Tuesday,0
2023-06-20,3.41,99,102,Tuesday,0
2023-06-20,3.36,92,97,Tuesday,0
2023-06-20,3.09,91,95,Tuesday,0
2023-06-20,3.48,98,106,Tuesday,0
2023-06-20,4.77,85,98,Tuesday,0
2023-06-20,3.81,104,107,Tuesday,0
2023-06-20,3.95,88,99,Tuesday,0
2023-06-20,3.18,127,143,Tuesday,1
2023-06-20,2.71,86,96,Tuesday,0
2023-06-20,4.37,135,152,Tuesday,1
2023-06-20,2.59,95,103,Tuesday,0
2023-06-20,2.73,89,93,Tuesday,0
2023-06-20,4.5,87,101,Tuesday,0
2023-06-20,2.94,95,105,Tuesday,0
2023-06-20,3.79,91,99,Tuesday,0
2023-06-20,3.58,148,151,Tuesday,1
2023-06-20,2.79,94,95,Tuesday,0
2023-06-20,2.02,132,151,Tuesday,1
2023-06-20,4.59,95,105,Tuesday,0
2023-06-20,2.26,126,146,Tuesday,1
2023-06-20,4.91,90,105,Tuesday,0
2023-06-20,3.99,130,142,Tuesday,1
2023-06-20,3.43,89,100,Tuesday,0
2023-06-20,2.51,94,106,Tuesday,0
2023-06-20,3.73,97,109,Tuesday,0
2023-06-20,2.56,97,102,Tuesday,0
2023-06-20,3.01,87,93,Tuesday,0
2023-06-20,3.02,88,90,Tuesday,0
2023-06-20,3.96,103,104,Tuesday,0
2023-06-20,3.64,92,102,Tuesday,0
2023-06-20,3.92,146,155,Tuesday,1
2023-06-20,5.43,92,100,Tuesday,0
2023-06-20,5.49,85,96,Tuesday,0
2023-06-20,4.7,87,98,Tuesday,0
2023-06-20,2.18,146,147,Tuesday,1
2023-06-20,2.9,135,152,Tuesday,1
2023-06-20,5.49,90,93,Tuesday,0
2023-06-20,5.27,89,100,Tuesday,0
2023-06-20,5.35,109,110,Tuesday,0
2023-06-20,4.68,91,104,Tuesday,0
2023-06-20,5.05,91,100,Tuesday,0
2023-06-20,3.96,82,95,Tuesday,0
2023-06-20,3.09,85,93,Tuesday,0
2023-06-20,3.51,92,104,Tuesday,0
2023-06-20,3.33,95,103,Tuesday,0
2023-06-20,3.4,88,102,Tuesday,0
2023-06-20,2.38,141,147,Tuesday,1
2023-06-21,3.15,88,98,Wednesday,0
2023-06-21,3.95,100,103,Wednesday,0
2023-06-21,4.4,96,102,Wednesday,0
2023-06-21,4.57,81,94,Wednesday,0
2023-06-21,2.62,102,103,Wednesday,0
2023-06-21,4.25,93,97,Wednesday,0
2023-06-21,3.93,144,149,Wednesday,1
2023-06-21,2.29,143,148,Wednesday,1
2023-06-21,4.06,93,98,Wednesday,0
2023-06-21,5.2,93,103,Wednesday,0
2023-06-21,4.92,97,102,Wednesday,0
2023-06-21,3.72,87,97,Wednesday,0
2023-06-21,4.67,83,93,Wednesday,0
2023-06-21,4.29,136,150,Wednesday,1
2023-06-21,4.79,97,101,Wednesday,0
2023-06-21,2.69,83,95,Wednesday,0
2023-06-21,3.38,145,145,Wednesday,1
2023-06-21,2.75,94,105,Wednesday,0
2023-06-21,4.51,90,101,Wednesday,0
2023-06-21,2.1,141,143,Wednesday,1
2023-06-21,2.5,145,151,Wednesday,1
2023-06-21,5.39,103,107,Wednesday,0
2023-06-21,4.56,90,100,Wednesday,0
2023-06-21,2.54,93,99,Wednesday,0
2023-06-21,2.9,142,154,Wednesday,1
2023-06-21,2.99,138,146,Wednesday,1
2023-06-21,3.28,131,154,Wednesday,1
2023-06-21,2.12,140,149,Wednesday,1
2023-06-21,3.19,98,102,Wednesday,0
2023-06-21,3.68,90,94,Wednesday,0
2023-06-21,3.32,93,106,Wednesday,0
2023-06-21,3.76,90,93,Wednesday,0
2023-06-21,5.19,96,102,Wednesday,0
2023-06-21,5.27,88,102,Wednesday,0
2023-06-21,4.82,87,97,Wednesday,0
2023-06-21,5.12,85,92,Wednesday,0
2023-06-21,2.65,94,94,Wednesday,0
2023-06-21,2.61,93,98,Wednesday,0
2023-06-21,4.36,90,98,Wednesday,0
2023-06-21,2.74,143,153,Wednesday,1
2023-06-21,2.46,155,156,Wednesday,1
2023-06-21,4.46,96,103,Wednesday,0
2023-06-21,3.14,130,141,Wednesday,1
2023-06-21,5.5,94,102,Wednesday,0
2023-06-21,4,139,149,Wednesday,1
2023-06-21,2.47,125,139,Wednesday,1
2023-06-21,2.43,134,146,Wednesday,1
2023-06-21,4.23,80,94,Wednesday,0
2023-06-21,3.38,99,101,Wednesday,0
2023-06-21,3.41,85,95,Wednesday,0
2023-06-22,4.54,95,100,Thursday,0
2023-06-22,3.15,87,99,Thursday,0
2023-06-22,2.58,85,99,Thursday,0
2023-06-22,5.31,92,98,Thursday,0
2023-06-22,5.29,97,97,Thursday,0
2023-06-22,4.63,106,112,Thursday,0
2023-06-22,2.91,85,99,Thursday,0
2023-06-22,3.35,86,97,Thursday,0
2023-06-22,5.37,82,93,Thursday,0
2023-06-22,4.3,96,101,Thursday,0
2023-06-22,4.01,92,94,Thursday,0
2023-06-22,3.21,95,98,Thursday,0
2023-06-22,4.44,92,98,Thursday,0
2023-06-22,3.51,140,157,Thursday,1
2023-06-22,3.67,105,105,Thursday,0
2023-06-22,3.21,99,116,Thursday,0
2023-06-22,4.98,91,102,Thursday,0
2023-06-22,3.46,106,107,Thursday,0
2023-06-22,3.38,140,153,Thursday,1
2023-06-22,2.78,94,100,Thursday,0
2023-06-22,5.06,92,97,Thursday,0
2023-06-22,4.68,84,94,Thursday,0
2023-06-22,4.76,96,107,Thursday,0
2023-06-22,5.06,91,97,Thursday,0
2023-06-22,2.3,130,152,Thursday,1
2023-06-22,2.48,121,141,Thursday,1
2023-06-22,5.33,93,106,Thursday,0
2023-06-22,4.8,99,105,Thursday,0
2023-06-22,2.51,97,101,Thursday,0
2023-06-22,3.47,88,99,Thursday,0
2023-06-22,3.4,98,106,Thursday,0
2023-06-22,5.41,86,92,Thursday,0
2023-06-22,2.88,97,98,Thursday,0
2023-06-22,3.61,93,100,Thursday,0
2023-06-22,4.05,88,102,Thursday,0
2023-06-22,3.14,98,101,Thursday,0
2023-06-22,4.13,96,104,Thursday,0
2023-06-22,3.8,98,105,Thursday,0
2023-06-22,3.24,97,110,Thursday,0
2023-06-22,3.58,154,156,Thursday,1
2023-06-22,4.82,85,90,Thursday,0
2023-06-22,4.7,87,93,Thursday,0
2023-06-22,4.98,97,100,Thursday,0
2023-06-22,3.05,96,104,Thursday,0
2023-06-22,4.21,94,109,Thursday,0
2023-06-22,2.61,87,102,Thursday,0
2023-06-22,5.48,102,105,Thursday,0
2023-06-22,3.44,125,144,Thursday,1
2023-06-22,4.55,107,113,Thursday,0
2023-06-22,4.5,98,108,Thursday,0
2023-06-23,3.45,92,95,Friday,0
2023-06-23,3.81,93,95,Friday,0
2023-06-23,3.81,147,150,Friday,1
2023-06-23,5.43,89,101,Friday,0
2023-06-23,2.62,140,151,Friday,1
2023-06-23,3.27,91,93,Friday,0
2023-06-23,3.69,88,100,Friday,0
2023-06-23,3.21,154,157,Friday,1
2023-06-23,4.05,80,93,Friday,0
2023-06-23,4.47,97,104,Friday,0
2023-06-23,5.41,94,99,Friday,0
2023-06-23,5.46,99,99,Friday,0
2023-06-23,2.66,88,94,Friday,0
2023-06-23,2.72,85,99,Friday,0
2023-06-23,2.06,137,153,Friday,1
2023-06-23,3.53,110,111,Friday,0
2023-06-23,3.24,102,109,Friday,0
2023-06-23,4.25,103,110,Friday,0
2023-06-23,4.34,99,103,Friday,0
2023-06-23,3.29,101,104,Friday,0
2023-06-23,2.71,124,145,Friday,1
2023-06-23,4.23,85,95,Friday,0
2023-06-23,4.63,86,99,Friday,0
2023-06-23,4.92,94,102,Friday,0
2023-06-23,2.18,137,142,Friday,1
2023-06-23,3.44,85,94,Friday,0
2023-06-23,4.26,86,92,Friday,0
2023-06-23,5.25,93,103,Friday,0
2023-06-23,3.99,93,97,Friday,0
2023-06-23,2.94,93,104,Friday,0
2023-06-23,4.37,139,152,Friday,1
2023-06-23,5.28,93,97,Friday,0
2023-06-23,3.35,95,103,Friday,0
2023-06-23,3.74,104,105,Friday,0
2023-06-23,5.33,91,96,Friday,0
2023-06-23,4.32,96,102,Friday,0
2023-06-23,3.73,89,96,Friday,0
2023-06-23,4.1,129,150,Friday,1
2023-06-23,3.01,140,144,Friday,1
2023-06-23,4.15,96,107,Friday,0
2023-06-23,3.39,87,98,Friday,0
2023-06-23,4.14,79,91,Friday,0
2023-06-23,4.11,102,107,Friday,0
2023-06-23,3.2,94,104,Friday,0
2023-06-23,4.96,80,93,Friday,0
2023-06-23,3.94,86,94,Friday,0
2023-06-23,5.19,98,99,Friday,0
2023-06-23,2.61,93,103,Friday,0
2023-06-23,3.85,90,103,Friday,0
2023-06-23,4.24,85,99,Friday,0
2023-06-24,3.04,121,133,Saturday,0
2023-06-24,5.26,111,131,Saturday,0
2023-06-24,5.22,111,128,Saturday,0
2023-06-24,2.31,184,195,Saturday,1
2023-06-24,3.23,173,200,Saturday,1
2023-06-24,5.4,125,139,Saturday,0
2023-06-24,5.14,127,137,Saturday,0
2023-06-24,4.3,121,124,Saturday,0
2023-06-24,4.34,117,135,Saturday,0
2023-06-24,3.8,182,192,Saturday,1
2023-06-24,3.28,172,191,Saturday,1
2023-06-24,4.05,128,129,Saturday,0
2023-06-24,5.46,123,130,Saturday,0
2023-06-24,3.73,169,196,Saturday,1
2023-06-24,3.21,115,126,Saturday,0
2023-06-24,3.05,121,131,Saturday,0
2023-06-24,3.41,105,123,Saturday,0
2023-06-24,3.47,175,193,Saturday,1
2023-06-24,3.45,121,129,Saturday,0
2023-06-24,5.25,123,131,Saturday,0
2023-06-24,4.77,106,122,Saturday,0
2023-06-24,3.18,121,131,Saturday,0
2023-06-24,2.94,119,135,Saturday,0
2023-06-24,3.68,175,205,Saturday,1
2023-06-24,2.62,125,125,Saturday,0
2023-06-24,3.32,118,128,Saturday,0
2023-06-24,4.13,117,125,Saturday,0
2023-06-24,5.04,124,128,Saturday,0
2023-06-24,3.91,123,133,Saturday,0
2023-06-24,3.42,125,127,Saturday,0
2023-06-24,3.32,113,132,Saturday,0
2023-06-24,3.01,127,129,Saturday,0
2023-06-24,5.27,130,135,Saturday,0
2023-06-24,2.9,127,138,Saturday,0
2023-06-24,4.12,118,126,Saturday,0
2023-06-24,4.06,118,132,Saturday,0
2023-06-24,3.13,189,201,Saturday,1
2023-06-24,5.05,123,130,Saturday,0
2023-06-24,4.01,113,132,Saturday,0
2023-06-24,3.88,116,128,Saturday,0
2023-06-24,5,126,129,Saturday,0
2023-06-24,5.37,119,136,Saturday,0
2023-06-24,4.19,118,133,Saturday,0
2023-06-24,3.04,116,131,Saturday,0
2023-06-24,3.94,121,128,Saturday,0
2023-06-24,4.51,112,128,Saturday,0
2023-06-24,3.54,108,122,Saturday,0
2023-06-24,3.32,175,192,Saturday,1
2023-06-24,3.13,125,129,Saturday,0
2023-06-24,2.94,116,132,Saturday,0
2023-06-25,4.59,107,126,Sunday,0
2023-06-25,3.75,129,133,Sunday,0
2023-06-25,3.27,134,135,Sunday,0
2023-06-25,4.39,122,125,Sunday,0
2023-06-25,3.82,119,123,Sunday,0
2023-06-25,3.62,186,195,Sunday,1
2023-06-25,4.73,118,123,Sunday,0
2023-06-25,2.06,193,198,Sunday,1
2023-06-25,3.3,112,130,Sunday,0
2023-06-25,5.23,119,133,Sunday,0
2023-06-25,4.74,116,131,Sunday,0
2023-06-25,3.58,116,132,Sunday,0
2023-06-25,3.63,114,129,Sunday,0
2023-06-25,4.5,124,131,Sunday,0
2023-06-25,2.63,128,130,Sunday,0
2023-06-25,3.8,116,131,Sunday,0
2023-06-25,5.19,134,136,Sunday,0
2023-06-25,4.13,121,139,Sunday,0
2023-06-25,2.64,116,130,Sunday,0
2023-06-25,2.9,134,136,Sunday,0
2023-06-25,2.34,180,193,Sunday,1
2023-06-25,4.49,119,129,Sunday,0
2023-06-25,5.03,111,122,Sunday,0
2023-06-25,3.12,179,191,Sunday,1
2023-06-25,5.42,116,128,Sunday,0
2023-06-25,3.02,118,124,Sunday,0
2023-06-25,4.54,132,135,Sunday,0
2023-06-25,5.03,115,131,Sunday,0
2023-06-25,4.41,136,137,Sunday,0
2023-06-25,4.05,125,127,Sunday,0
2023-06-25,3.46,116,124,Sunday,0
2023-06-25,5.12,127,129,Sunday,0
2023-06-25,2.14,168,194,Sunday,1
2023-06-25,4.44,118,132,Sunday,0
2023-06-25,3.25,192,192,Sunday,1
2023-06-25,4.08,113,132,Sunday,0
2023-06-25,4.33,171,186,Sunday,1
2023-06-25,3.72,115,122,Sunday,0
2023-06-25,5.19,120,123,Sunday,0
2023-06-25,4.21,135,138,Sunday,0
2023-06-25,2.18,175,195,Sunday,1
2023-06-25,2.51,125,135,Sunday,0
2023-06-25,4.34,181,196,Sunday,1
2023-06-25,5.18,139,140,Sunday,0
2023-06-25,4.06,167,196,Sunday,1
2023-06-25,3.17,124,134,Sunday,0
2023-06-25,3.68,113,132,Sunday,0
2023-06-25,3.83,128,130,Sunday,0
2023-06-25,3.31,127,134,Sunday,0
2023-06-25,3.21,123,131,Sunday,0
2023-06-26,4.51,83,93,Monday,0
2023-06-26,5.34,94,104,Monday,0
2023-06-26,3.59,94,101,Monday,0
2023-06-26,5.14,87,101,Monday,0
2023-06-26,5.13,86,92,Monday,0
